	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
SNP7121	13	65882215	0.36	0.411765	0.386139	0.39801	0.359281	0.343656	0.362319	0.402919	0.389161	0.362832	0.350953	0.348257	0.346543	0.343505	0.34256
SNP7122	13	66151754	0.4	0.333333	0.29703	0.343284	0.319361	0.292707	0.31984	0.29874	0.314269	0.338483	0.348553	0.344417	0.340768	0.341565	0.344759
SNP7123	13	66649111	0.24	0.215686	0.227723	0.258706	0.257485	0.303696	0.317841	0.352529	0.368563	0.334333	0.338753	0.340327	0.349428	0.354965	0.350055
SNP7124	13	67277126	0.24	0.254902	0.257426	0.263682	0.283433	0.30969	0.335832	0.318536	0.346265	0.338533	0.345553	0.351176	0.350183	0.346189	0.349491
SNP7125	13	67669304	0.4	0.392157	0.415842	0.368159	0.299401	0.31968	0.334333	0.34973	0.332567	0.337233	0.347633	0.348947	0.350268	0.347757	0.347981
SNP7126	13	68225166	0.12	0.235294	0.207921	0.253731	0.243513	0.333666	0.336832	0.316337	0.321868	0.340883	0.345493	0.349617	0.346873	0.347137	0.34913
SNP7127	13	68827453	0.36	0.313725	0.386139	0.383085	0.317365	0.28971	0.326337	0.327734	0.350865	0.359782	0.348513	0.348357	0.350053	0.344677	0.342955
SNP7128	13	69864193	0.12	0.254902	0.316832	0.263682	0.253493	0.285714	0.311844	0.324535	0.339966	0.338033	0.328453	0.330927	0.334498	0.337819	0.3408
SNP7129	13	70470962	0.48	0.411765	0.485149	0.547264	0.427146	0.388611	0.417791	0.412717	0.384162	0.364882	0.348513	0.340657	0.337968	0.340645	0.345729
SNP7130	13	71106293	0.36	0.352941	0.346535	0.333333	0.305389	0.310689	0.303348	0.337133	0.331767	0.335783	0.350053	0.343297	0.344313	0.342335	0.342575
SNP7131	13	71454378	0.4	0.490196	0.425743	0.402985	0.337325	0.314685	0.317341	0.312338	0.331067	0.345333	0.336353	0.343387	0.340743	0.342541	0.34405
SNP7132	13	71615911	0.52	0.509804	0.465347	0.437811	0.401198	0.375624	0.353323	0.368326	0.347265	0.363482	0.368633	0.353006	0.347093	0.346645	0.342712
SNP7133	13	71828697	0.56	0.45098	0.435644	0.447761	0.439122	0.385614	0.341829	0.324135	0.337566	0.336683	0.332893	0.350286	0.347373	0.348345	0.342963
SNP7134	13	72091946	0.24	0.333333	0.306931	0.323383	0.337325	0.331668	0.333333	0.336733	0.327567	0.329534	0.327853	0.328467	0.332128	0.341327	0.346842
SNP7135	13	72291842	0.36	0.254902	0.326733	0.333333	0.329341	0.331668	0.342829	0.35113	0.330067	0.331583	0.339433	0.346767	0.343378	0.343541	0.349505
SNP7136	13	72319169	0.36	0.333333	0.29703	0.288557	0.303393	0.31968	0.356322	0.356729	0.356564	0.353982	0.347473	0.342977	0.344538	0.345055	0.350361
SNP7137	13	72461940	0.4	0.392157	0.366337	0.402985	0.38523	0.387612	0.374813	0.362527	0.357964	0.356482	0.377292	0.363986	0.356513	0.355211	0.352614
SNP7138	13	73244330	0.24	0.333333	0.39604	0.38806	0.349301	0.320679	0.314343	0.353929	0.370263	0.361632	0.378872	0.380796	0.377248	0.371061	0.376622
SNP7139	13	73699225	0.4	0.392157	0.49505	0.537313	0.479042	0.436563	0.405297	0.39832	0.40136	0.40203	0.408652	0.415926	0.410938	0.392589	0.387533
SNP7140	13	74007164	0.36	0.352941	0.405941	0.402985	0.427146	0.447552	0.386807	0.39852	0.39606	0.39463	0.391952	0.393276	0.390328	0.392453	0.391567
SNP7141	13	74648082	0.36	0.333333	0.336634	0.323383	0.371257	0.394605	0.403798	0.384323	0.382662	0.381431	0.376692	0.370796	0.377808	0.375891	0.378765
SNP7142	13	74897107	0.4	0.411765	0.356436	0.348259	0.297405	0.361638	0.378811	0.358128	0.357564	0.361332	0.368793	0.373376	0.375888	0.375887	0.375473
SNP7143	13	75097337	0.4	0.372549	0.346535	0.363184	0.387226	0.381618	0.356322	0.369126	0.374563	0.368582	0.366873	0.367896	0.371848	0.374973	0.375076
SNP7144	13	75221355	0.36	0.372549	0.346535	0.348259	0.363273	0.378621	0.383308	0.361328	0.387561	0.371381	0.371513	0.371226	0.375888	0.374727	0.374096
SNP7145	13	75373830	0.48	0.352941	0.386139	0.38806	0.347305	0.341658	0.342829	0.345931	0.377662	0.39513	0.374633	0.382036	0.379083	0.374465	0.375625
SNP7146	13	75502552	0.28	0.313725	0.257426	0.343284	0.41517	0.431568	0.38031	0.339532	0.349465	0.361532	0.356793	0.363346	0.369103	0.374445	0.376513
SNP7147	13	76017120	0.36	0.372549	0.39604	0.40796	0.417166	0.413586	0.385807	0.383123	0.368063	0.364732	0.374973	0.391366	0.392333	0.388469	0.382799
SNP7148	13	76597267	0.36	0.294118	0.326733	0.348259	0.369261	0.35964	0.372814	0.364727	0.371763	0.372181	0.351713	0.356566	0.357668	0.369545	0.371219
SNP7149	13	76643624	0.2	0.235294	0.306931	0.268657	0.311377	0.345654	0.4008	0.416917	0.39966	0.372031	0.359553	0.354246	0.357238	0.366857	0.370382
SNP7150	13	76760492	0.4	0.352941	0.366337	0.358209	0.345309	0.330669	0.353823	0.361328	0.383862	0.374631	0.376372	0.371576	0.367948	0.362843	0.370316
SNP7151	13	77113959	0.36	0.254902	0.237624	0.263682	0.273453	0.28971	0.274863	0.343731	0.360764	0.367582	0.371733	0.370306	0.372698	0.373423	0.37976
SNP7152	13	77201391	0.36	0.352941	0.366337	0.378109	0.411178	0.422577	0.417791	0.384323	0.391061	0.39128	0.395092	0.382206	0.381608	0.380181	0.37984
SNP7153	13	77609497	0.4	0.45098	0.425743	0.477612	0.447106	0.435564	0.445277	0.420516	0.416958	0.424529	0.397112	0.387846	0.384228	0.380263	0.382412
SNP7154	13	77946935	0.32	0.352941	0.356436	0.38806	0.383234	0.388611	0.383308	0.363527	0.361664	0.380581	0.375812	0.384556	0.379663	0.373587	0.379131
SNP7155	13	78142569	0.6	0.431373	0.445545	0.358209	0.355289	0.336663	0.328836	0.372925	0.383462	0.388781	0.393712	0.386576	0.387383	0.382725	0.373136
SNP7156	13	78472098	0.28	0.392157	0.356436	0.353234	0.285429	0.331668	0.324838	0.329534	0.348965	0.362582	0.371613	0.374236	0.373083	0.374863	0.372302
SNP7157	13	78885702	0.28	0.333333	0.405941	0.41791	0.383234	0.3996	0.404298	0.403319	0.379162	0.360182	0.354993	0.361246	0.358373	0.366043	0.372496
SNP7158	13	79252693	0.28	0.333333	0.356436	0.283582	0.331337	0.342657	0.371314	0.394721	0.392461	0.389331	0.386632	0.380986	0.391488	0.381073	0.374093
SNP7159	13	79872715	0.32	0.45098	0.455446	0.437811	0.417166	0.411588	0.413293	0.433513	0.406559	0.39603	0.379132	0.369966	0.370048	0.370869	0.373787
SNP7160	13	80369288	0.48	0.431373	0.455446	0.437811	0.38523	0.398601	0.374813	0.384523	0.40196	0.39028	0.387852	0.386596	0.382813	0.381301	0.378576
SNP7161	13	81108100	0.32	0.27451	0.326733	0.303483	0.341317	0.335664	0.366317	0.358728	0.347865	0.365982	0.365233	0.369246	0.367113	0.375147	0.37297
SNP7162	13	81881395	0.36	0.45098	0.376238	0.41791	0.48503	0.443556	0.402299	0.371526	0.362564	0.347133	0.365193	0.358946	0.353193	0.351595	0.34897
SNP7163	13	82360219	0.32	0.333333	0.247525	0.228856	0.273453	0.297702	0.303348	0.333933	0.341666	0.331883	0.335253	0.343837	0.347488	0.343669	0.3466
SNP7164	13	82851444	0.2	0.313725	0.356436	0.308458	0.285429	0.284715	0.357321	0.357728	0.353565	0.347383	0.357673	0.359266	0.347733	0.343955	0.340914
SNP7165	13	83565375	0.36	0.333333	0.376238	0.343284	0.325349	0.321678	0.348326	0.339332	0.326767	0.334583	0.348873	0.345197	0.343293	0.344001	0.340708
SNP7166	13	84921891	0.36	0.333333	0.316832	0.308458	0.345309	0.406593	0.362819	0.34993	0.351665	0.355782	0.340213	0.346927	0.346378	0.347059	0.346669
SNP7167	13	85905238	0.52	0.529412	0.514851	0.412935	0.451098	0.394605	0.337831	0.332134	0.335966	0.337133	0.347933	0.344457	0.346338	0.353991	0.349527
SNP7168	13	86640318	0.36	0.372549	0.336634	0.333333	0.347305	0.35964	0.361319	0.389122	0.371863	0.351482	0.349173	0.343547	0.332813	0.341212	0.343269
SNP7169	13	87273164	0.32	0.313725	0.356436	0.38806	0.421158	0.373626	0.341829	0.338132	0.335366	0.340783	0.336553	0.351236	0.341283	0.345659	0.344014
SNP7170	13	87906952	0.2	0.333333	0.405941	0.427861	0.44511	0.380619	0.341829	0.318136	0.334867	0.333583	0.335833	0.337557	0.344613	0.340351	0.343589
SNP7171	13	88682234	0.44	0.470588	0.336634	0.378109	0.333333	0.31968	0.30085	0.292941	0.313069	0.311384	0.339233	0.341687	0.340878	0.346211	0.347845
SNP7172	13	89419128	0.2	0.156863	0.19802	0.233831	0.269461	0.281718	0.287856	0.289742	0.313669	0.327284	0.327733	0.340267	0.338533	0.337705	0.343085
SNP7173	13	90022483	0.4	0.352941	0.386139	0.368159	0.329341	0.311688	0.284858	0.302539	0.313869	0.341133	0.342573	0.342927	0.345313	0.345811	0.343426
SNP7174	13	90942307	0.64	0.54902	0.49505	0.467662	0.411178	0.404595	0.416292	0.44991	0.407959	0.379881	0.372813	0.359916	0.358758	0.353895	0.354051
SNP7175	13	91480775	0.28	0.294118	0.376238	0.402985	0.373253	0.386613	0.367816	0.380724	0.372263	0.351982	0.387072	0.366866	0.365398	0.365659	0.363869
SNP7176	13	92055483	0.68	0.588235	0.455446	0.467662	0.42515	0.391608	0.363318	0.357129	0.409759	0.39598	0.382012	0.379336	0.374063	0.371175	0.366021
SNP7177	13	92520949	0.4	0.431373	0.425743	0.447761	0.433134	0.417582	0.375812	0.381524	0.366663	0.364782	0.352693	0.350126	0.353673	0.356953	0.360226
SNP7178	13	92888535	0.4	0.294118	0.257426	0.268657	0.275449	0.273726	0.301349	0.336933	0.335166	0.336733	0.353333	0.354416	0.357513	0.355397	0.355316
SNP7179	13	93387755	0.32	0.313725	0.326733	0.333333	0.351297	0.330669	0.324338	0.335133	0.337666	0.343883	0.349673	0.362776	0.357543	0.356601	0.359618
SNP7180	13	93864512	0.2	0.215686	0.237624	0.308458	0.343313	0.323676	0.332834	0.342132	0.358064	0.356332	0.379872	0.376136	0.369293	0.370733	0.364328
SNP7181	13	93979315	0.28	0.294118	0.366337	0.358209	0.353293	0.33966	0.363318	0.367526	0.366863	0.360282	0.360093	0.366726	0.372203	0.369263	0.365361
SNP7182	13	94122026	0.2	0.196078	0.277228	0.323383	0.345309	0.324675	0.303348	0.339132	0.391661	0.369482	0.371693	0.373176	0.368478	0.366267	0.366576
SNP7183	13	94552852	0.36	0.352941	0.326733	0.318408	0.301397	0.316683	0.314343	0.34793	0.352365	0.349783	0.366093	0.365756	0.363518	0.363981	0.370916
SNP7184	13	94699911	0.16	0.27451	0.336634	0.353234	0.345309	0.338661	0.346827	0.383323	0.366263	0.371281	0.373353	0.367696	0.366153	0.370531	0.376378
SNP7185	13	94798928	0.32	0.313725	0.376238	0.343284	0.313373	0.327672	0.352824	0.34793	0.369363	0.375381	0.371753	0.374976	0.376118	0.379395	0.379726
SNP7186	13	95026619	0.4	0.372549	0.445545	0.41791	0.38523	0.398601	0.395802	0.423915	0.39856	0.40373	0.409232	0.406096	0.396748	0.395591	0.390232
SNP7187	13	95293560	0.24	0.313725	0.356436	0.363184	0.377246	0.366633	0.362319	0.379124	0.382962	0.380331	0.374853	0.392536	0.406188	0.403595	0.399663
SNP7188	13	95523924	0.52	0.568627	0.554455	0.492537	0.502994	0.494505	0.474263	0.431114	0.426757	0.425379	0.410132	0.395966	0.397828	0.401685	0.411904
SNP7189	13	95773815	0.6	0.45098	0.475248	0.522388	0.467066	0.461538	0.436782	0.440912	0.438156	0.411779	0.409312	0.406856	0.413078	0.419915	0.415977
SNP7190	13	96136815	0.6	0.54902	0.485149	0.462687	0.431138	0.445554	0.476262	0.463907	0.452555	0.459377	0.438711	0.425576	0.423148	0.427977	0.410658
SNP7191	13	96641123	0.4	0.313725	0.306931	0.268657	0.299401	0.302697	0.327336	0.331134	0.335366	0.352582	0.355713	0.362596	0.375373	0.380379	0.386469
SNP7192	13	96828715	0.32	0.372549	0.386139	0.338308	0.337325	0.364635	0.364318	0.359528	0.356464	0.377281	0.388832	0.384256	0.388408	0.381757	0.3809
SNP7193	13	97496996	0.6	0.568627	0.49505	0.457711	0.417166	0.390609	0.362319	0.369526	0.393561	0.414029	0.404112	0.399986	0.391008	0.383199	0.389465
SNP7194	13	97634706	0.2	0.215686	0.277228	0.288557	0.299401	0.335664	0.334833	0.353729	0.371363	0.379131	0.390712	0.393206	0.390763	0.394619	0.389776
SNP7195	13	97862553	0.28	0.313725	0.257426	0.293532	0.325349	0.398601	0.387306	0.403719	0.40166	0.39153	0.407592	0.403606	0.409618	0.397207	0.397542
SNP7196	13	97901328	0.24	0.215686	0.257426	0.323383	0.315369	0.311688	0.362819	0.357528	0.348765	0.383581	0.413992	0.402856	0.405958	0.396673	0.398859
SNP7197	13	98050940	0.32	0.372549	0.346535	0.38806	0.40519	0.405594	0.398801	0.384523	0.384962	0.363532	0.387772	0.385246	0.390523	0.400743	0.401543
SNP7198	13	98200640	0.4	0.45098	0.39604	0.393035	0.367265	0.378621	0.421289	0.433313	0.449955	0.421079	0.411392	0.409726	0.403513	0.401725	0.40532
SNP7199	13	98358708	0.16	0.156863	0.227723	0.283582	0.311377	0.363636	0.393803	0.373125	0.382362	0.370331	0.390872	0.407776	0.408838	0.408337	0.411326
SNP7200	13	98433411	0.2	0.294118	0.306931	0.313433	0.347305	0.368631	0.398801	0.396721	0.389361	0.39533	0.398212	0.404876	0.403418	0.410155	0.413888
SNP7201	13	98746008	0.48	0.392157	0.465347	0.527363	0.489022	0.481518	0.471764	0.438512	0.437756	0.433628	0.445171	0.449756	0.436898	0.431585	0.433066
SNP7202	13	98933575	0.56	0.607843	0.594059	0.517413	0.493014	0.410589	0.449275	0.438712	0.427157	0.424379	0.431431	0.435546	0.434583	0.449565	0.440014
SNP7203	13	99240111	0.24	0.294118	0.39604	0.487562	0.497006	0.467532	0.424288	0.434913	0.438856	0.440428	0.443111	0.447536	0.452953	0.453475	0.441568
SNP7204	13	99495116	0.28	0.313725	0.435644	0.373134	0.417166	0.375624	0.402299	0.39792	0.39976	0.40338	0.412692	0.415716	0.427278	0.431177	0.436385
SNP7205	13	99782241	0.28	0.372549	0.425743	0.442786	0.453094	0.412587	0.41929	0.426515	0.428357	0.440178	0.426831	0.438826	0.433083	0.421103	0.431103
SNP7206	13	99849013	0.32	0.294118	0.257426	0.308458	0.411178	0.396603	0.454273	0.443111	0.477752	0.476826	0.449131	0.436456	0.423933	0.432321	0.429711
SNP7207	13	100188531	0.28	0.294118	0.227723	0.273632	0.309381	0.335664	0.312344	0.353529	0.369763	0.386181	0.390132	0.417496	0.424348	0.433031	0.436714
SNP7208	13	100567864	0.52	0.588235	0.544554	0.457711	0.516966	0.523477	0.515242	0.476705	0.475452	0.460327	0.469171	0.457625	0.460218	0.437213	0.423057
SNP7209	13	100576503	0.48	0.509804	0.425743	0.422886	0.41517	0.424575	0.453273	0.482104	0.457554	0.469227	0.463631	0.471685	0.460953	0.436207	0.422189
SNP7210	13	100792534	0.52	0.45098	0.425743	0.442786	0.411178	0.393606	0.362319	0.380524	0.378262	0.389581	0.378792	0.390736	0.405468	0.417621	0.424325
SNP7211	13	100947402	0.4	0.392157	0.356436	0.378109	0.383234	0.351648	0.366317	0.359728	0.376162	0.365982	0.381212	0.379016	0.384328	0.404767	0.424941
SNP7212	13	101179814	0.4	0.392157	0.356436	0.348259	0.449102	0.441558	0.468766	0.513897	0.492551	0.484626	0.465991	0.451105	0.439223	0.423375	0.414034
SNP7213	13	101454513	0.52	0.588235	0.564356	0.502488	0.451098	0.458541	0.450775	0.453709	0.448555	0.430878	0.414372	0.418576	0.416508	0.421967	0.41085
SNP7214	13	101947930	0.24	0.313725	0.326733	0.378109	0.383234	0.382617	0.38081	0.369726	0.373963	0.375081	0.381512	0.375976	0.371153	0.379741	0.382304
SNP7215	13	102290550	0.28	0.294118	0.326733	0.373134	0.333333	0.368631	0.382309	0.336333	0.348265	0.347733	0.364033	0.355636	0.360198	0.365379	0.370588
SNP7216	13	102362319	0.32	0.333333	0.287129	0.318408	0.367265	0.388611	0.418291	0.421916	0.39956	0.377481	0.366653	0.359916	0.363868	0.364881	0.370041
SNP7217	13	102455613	0.64	0.588235	0.475248	0.502488	0.441118	0.412587	0.404298	0.384323	0.363764	0.362882	0.363233	0.366876	0.362548	0.366091	0.369524
SNP7218	13	102995011	0.36	0.333333	0.356436	0.298507	0.335329	0.362637	0.385807	0.373125	0.367063	0.383681	0.381212	0.375146	0.375753	0.380081	0.381827
SNP7219	13	103520502	0.36	0.294118	0.386139	0.343284	0.301397	0.385614	0.411294	0.412717	0.39976	0.39268	0.390532	0.393036	0.401328	0.394555	0.388918
SNP7220	13	104016151	0.44	0.470588	0.455446	0.462687	0.407186	0.367632	0.355322	0.339132	0.340066	0.368532	0.371653	0.373826	0.372443	0.373377	0.375776
SNP7221	13	104658418	0.2	0.235294	0.247525	0.293532	0.303393	0.332667	0.367316	0.342731	0.339866	0.348183	0.346453	0.351576	0.350603	0.353843	0.357939
SNP7222	13	105054410	0.16	0.215686	0.227723	0.233831	0.343313	0.326673	0.353823	0.363527	0.358764	0.354332	0.349553	0.359146	0.363858	0.361005	0.358723
SNP7223	13	105551462	0.28	0.215686	0.257426	0.273632	0.299401	0.328671	0.330335	0.339732	0.331067	0.333533	0.346413	0.349847	0.355343	0.358857	0.359072
SNP7224	13	105939987	0.32	0.333333	0.405941	0.432836	0.469062	0.431568	0.383308	0.376125	0.386661	0.376081	0.378032	0.366616	0.362308	0.359467	0.358834
SNP7225	13	106292508	0.2	0.294118	0.287129	0.238806	0.261477	0.304695	0.346827	0.384323	0.358964	0.357882	0.354733	0.357326	0.361443	0.364651	0.370289
SNP7226	13	106857749	0.56	0.54902	0.514851	0.517413	0.437126	0.404595	0.394303	0.386923	0.367063	0.378681	0.377352	0.380376	0.389183	0.395711	0.394596
SNP7227	13	107314196	0.44	0.490196	0.50495	0.547264	0.43513	0.411588	0.398801	0.421716	0.393761	0.39368	0.396432	0.407966	0.403953	0.404559	0.397185
SNP7228	13	107708325	0.44	0.470588	0.514851	0.457711	0.371257	0.377622	0.384808	0.382523	0.394961	0.388581	0.394692	0.385156	0.380953	0.387443	0.387373
SNP7229	13	108278129	0.32	0.352941	0.316832	0.348259	0.343313	0.323676	0.349825	0.35113	0.360564	0.363932	0.366933	0.362586	0.370918	0.372415	0.373518
SNP7230	13	108582190	0.48	0.568627	0.554455	0.507463	0.451098	0.420579	0.41929	0.373125	0.392261	0.372331	0.376292	0.374426	0.375218	0.376021	0.3727
SNP7231	13	108968782	0.6	0.588235	0.613861	0.552239	0.50499	0.44955	0.41979	0.406719	0.407559	0.370731	0.367893	0.366496	0.367318	0.376667	0.377806
SNP7232	13	109337173	0.72	0.607843	0.613861	0.512438	0.477046	0.475524	0.486757	0.45111	0.408959	0.39453	0.383812	0.383706	0.384963	0.383237	0.381498
SNP7233	13	109694332	0.68	0.607843	0.574257	0.537313	0.433134	0.38961	0.351824	0.355529	0.390761	0.384731	0.369413	0.377576	0.385558	0.387991	0.392266
SNP7234	13	109798097	0.56	0.54902	0.465347	0.39801	0.361277	0.344655	0.372314	0.368926	0.417258	0.431128	0.419612	0.402786	0.397388	0.397899	0.394419
SNP7235	13	109959733	0.6	0.666667	0.60396	0.606965	0.518962	0.45954	0.467266	0.437512	0.441456	0.431128	0.426851	0.414066	0.413653	0.404967	0.402862
SNP7236	13	109996319	0.2	0.156863	0.168317	0.179104	0.223553	0.240759	0.318341	0.387323	0.367163	0.365982	0.401672	0.418686	0.412313	0.405031	0.405608
SNP7237	13	110050619	0.44	0.431373	0.405941	0.402985	0.345309	0.401598	0.415792	0.428114	0.445455	0.435378	0.412372	0.414906	0.407258	0.405725	0.407392
SNP7238	13	110156922	0.24	0.313725	0.366337	0.378109	0.379242	0.386613	0.381309	0.384723	0.39726	0.412229	0.408852	0.403226	0.398583	0.413501	0.410919
SNP7239	13	110258140	0.68	0.627451	0.60396	0.487562	0.441118	0.407592	0.390805	0.407918	0.432957	0.40828	0.405852	0.405736	0.411353	0.418483	0.414221
SNP7240	13	110458711	0.64	0.568627	0.524752	0.517413	0.48503	0.423576	0.397301	0.435113	0.438256	0.432028	0.451991	0.437916	0.433243	0.421631	0.423481
SNP7241	13	110799631	0.44	0.333333	0.287129	0.313433	0.453094	0.428571	0.387806	0.391922	0.383562	0.419329	0.447031	0.455605	0.441458	0.439119	0.449104
SNP7242	13	110845597	0.48	0.352941	0.405941	0.437811	0.467066	0.490509	0.491754	0.443311	0.443156	0.461177	0.461011	0.448336	0.450283	0.443747	0.451384
SNP7243	13	111136207	0.44	0.431373	0.435644	0.40796	0.391218	0.41958	0.483758	0.520096	0.522948	0.516774	0.51469	0.507925	0.487808	0.474195	0.456179
SNP7244	13	112021928	0.68	0.647059	0.584158	0.532338	0.491018	0.476523	0.475762	0.469506	0.467553	0.442728	0.451911	0.476875	0.473443	0.466643	0.462015
SNP7245	13	112234699	0.36	0.27451	0.306931	0.353234	0.39521	0.460539	0.452774	0.44891	0.468753	0.474076	0.47805	0.476625	0.481663	0.48078	0.471762
SNP7246	13	112476480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48608	0.483417	0.479247	0.481024
SNP7247	13	112667492	0.52	0.411765	0.445545	0.437811	0.510978	0.487512	0.517241	0.540692	0.492651	0.453377	0.472651	0.471885	0.474578	0.482288	0.475063
SNP7248	13	112838042	0.56	0.607843	0.584158	0.572139	0.57485	0.564436	0.586707	0.552689	0.532647	0.496575	0.50177	0.495565	0.481578	0.472521	0.467876
SNP7249	13	112864194	0.72	0.705882	0.742574	0.726368	0.706587	0.683317	0.605697	0.514297	0.490051	0.494575	0.48799	0.496625	0.486253	0.474885	0.468016
SNP7250	13	112924974	0.36	0.313725	0.277228	0.338308	0.393214	0.391608	0.356322	0.384123	0.383962	0.421429	0.471111	0.477595	0.484118	0.471985	0.470833
SNP7251	13	113145577	0.24	0.235294	0.257426	0.283582	0.401198	0.421578	0.422289	0.496701	0.472953	0.444328	0.434891	0.450765	0.440053	0.460007	0.479313
SNP7252	13	113172835	0.28	0.372549	0.386139	0.313433	0.313373	0.348651	0.362819	0.392721	0.40116	0.419379	0.412332	0.424366	0.440613	0.462427	0.482753
SNP7253	13	113244705	0.56	0.529412	0.475248	0.457711	0.457086	0.450549	0.42079	0.490702	0.463854	0.424979	0.426351	0.442646	0.446878	0.464307	0.488066
SNP7254	13	113566764	0.48	0.588235	0.485149	0.542289	0.47505	0.462537	0.490755	0.477105	0.492651	0.495675	0.51707	0.516295	0.522742	0.524693	0.495661
SNP7255	13	113813354	0.68	0.72549	0.712871	0.651741	0.576846	0.608392	0.582209	0.514297	0.550545	0.536573	0.49661	0.494855	0.505972	0.514097	0.509232
SNP7256	13	113893628	0.68	0.568627	0.485149	0.447761	0.471058	0.435564	0.418791	0.425715	0.432657	0.450577	0.455751	0.455025	0.480713	0.512403	0.51061
SNP7257	13	114104177	0.64	0.568627	0.584158	0.557214	0.53493	0.536464	0.553723	0.536293	0.537746	0.506075	0.50801	0.508335	0.503352	0.498272	0.518076
SNP7258	14	19754864	0.48	0.509804	0.524752	0.512438	0.530938	0.53047	0.53923	0.546091	0.526347	0.503375	0.437251	0.419936	0.411788	0.418029	0.411587
SNP7259	14	19942035	0.4	0.470588	0.435644	0.467662	0.42515	0.403596	0.3993	0.416517	0.414659	0.474776	0.432511	0.429836	0.412333	0.411839	0.401336
SNP7260	14	19961638	0.6	0.647059	0.60396	0.562189	0.588822	0.536464	0.561219	0.459508	0.408459	0.377931	0.441871	0.425876	0.414238	0.410965	0.400581
