	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
SNP9224	20	31177280	74.005905	73.087517	77.222481	70.513367	66.086403	72.164864	79.245026	70.174797	82.260864	81.399681	79.826279	82.52832	78.410965	65.799553	71.952629
SNP9225	20	31271182	76.257111	72.579811	74.97522	68.193359	63.453293	69.976852	76.958305	74.16188	81.294754	78.937271	80.057228	82.84407	76.485298	68.194199	68.544373
SNP9226	20	31347958	77.66288	72.986435	72.708824	66.391441	63.104015	68.801071	75.659706	76.66967	80.998108	77.991127	79.217598	82.223282	75.632248	69.590935	66.699722
SNP9227	20	31498923	72.441689	70.170746	65.604904	63.625504	59.713646	65.682846	69.046341	66.616119	77.771759	70.315422	71.725235	79.530342	71.228302	63.677631	69.105743
SNP9228	20	31522564	70.018028	68.106682	64.049553	62.985489	58.960846	64.660019	67.618179	63.726589	76.38028	67.654526	69.466606	77.830978	70.101295	61.455246	69.437897
SNP9229	20	31896864	54.873539	58.681469	71.059525	65.108536	63.627369	65.501831	72.885414	61.714855	73.977386	59.689037	63.581451	73.785378	71.906479	59.57148	67.477547
SNP9230	20	32075651	66.226837	67.747612	75.569489	68.480408	70.280426	68.229439	77.404922	73.407578	79.970947	71.000267	72.333366	78.85881	75.814857	67.98613	67.317764
SNP9231	20	32462439	62.832832	74.475807	77.864235	70.679298	68.870453	69.627357	77.350182	74.048889	78.191048	77.610939	79.659233	73.39563	75.903	69.356812	69.535995
SNP9232	20	32635986	60.069191	70.351608	74.146347	67.1633	63.876026	67.897011	75.463608	63.725811	78.036728	68.437347	74.496376	71.812164	75.347649	64.414345	66.167084
SNP9233	20	32866285	72.953827	75.647881	78.233208	71.287865	68.203262	71.243256	79.004951	77.146996	82.551971	77.816376	84.273834	79.341225	76.872169	68.927391	67.794655
SNP9234	20	32979276	71.076775	75.75412	78.191681	69.012459	66.931198	71.614037	78.99955	77.093338	83.536789	77.897583	85.150887	77.834679	76.29718	70.14904	65.461838
SNP9235	20	33060642	69.515305	75.990311	75.513741	68.127892	66.417236	69.7556	78.206635	73.731934	83.551849	76.744911	83.040695	75.389603	77.3022	71.914627	65.852142
SNP9236	20	33139843	69.638367	74.710815	74.568848	69.424065	67.754478	69.740051	77.481575	72.918732	82.516777	78.592468	80.925392	75.491646	76.269012	70.134109	68.077621
SNP9237	20	33270719	70.123703	74.307884	74.913666	72.19532	68.652107	70.592674	78.189194	75.869019	82.294418	79.646996	80.922127	76.245819	73.682076	69.808861	66.602501
SNP9238	20	33382414	70.328911	74.400124	73.515259	71.16803	67.61763	67.789024	75.625099	75.001366	81.684273	76.62838	80.488625	75.54702	75.57618	69.702606	66.882835
SNP9239	20	33479432	70.990906	76.166649	73.226715	69.376411	66.63533	66.658134	76.744392	74.329712	81.165291	77.223366	80.686798	79.135818	74.57045	69.662971	67.372208
SNP9240	20	33693046	74.66996	73.201294	69.702621	66.586327	64.561775	65.866707	73.360947	74.683899	78.659195	79.981766	83.016304	75.177643	70.834587	68.968697	66.786629
SNP9241	20	33700898	74.666656	73.241447	69.684944	66.460526	64.662987	65.843788	73.346733	74.757545	78.627251	79.968788	83.14196	75.066345	70.763153	69.131081	66.7285
SNP9242	20	33773597	75.270851	73.849617	70.188789	66.348122	66.750343	66.45134	74.466171	75.354614	79.463753	80.718254	84.615913	75.019669	71.638374	71.917084	67.80751
SNP9243	20	33947763	75.076859	75.777138	73.704216	69.479698	63.608223	68.262474	77.458755	75.327911	81.637901	79.244766	84.526894	77.177856	75.233208	68.932785	66.907005
SNP9244	20	34120297	73.954468	74.256012	78.378456	72.692558	68.653641	70.698532	77.969032	76.269432	81.603981	79.189217	84.539436	77.003494	78.89772	73.323082	68.942986
SNP9245	20	34303584	75.659058	78.277802	76.34111	71.619995	70.425636	72.421997	76.082085	78.815659	81.107941	79.849419	82.942329	74.948471	77.03833	69.760735	66.076614
SNP9246	20	34687092	63.850594	70.805275	66.426933	67.054024	62.193474	66.744911	72.641579	76.652458	72.937973	66.003868	70.368111	76.353943	77.988762	67.194801	68.145645
SNP9247	20	34712199	63.9571	69.953979	66.108322	66.907967	61.816719	66.70237	71.730789	76.341431	72.994415	64.610008	69.815163	75.153862	78.282242	66.65519	68.002304
SNP9248	20	35073555	69.593567	70.974113	72.248978	70.296196	67.719078	69.723816	76.658211	70.742615	80.077705	72.041656	76.335129	71.372902	75.672012	67.387947	68.992157
SNP9249	20	35247429	74.638054	74.624199	78.346764	71.78302	70.001083	70.598495	78.11467	75.122749	81.885666	76.868347	81.416313	76.056755	75.631126	69.731117	68.658463
SNP9250	20	35343505	73.935349	72.986572	78.573586	71.175453	71.123268	72.89003	79.25457	75.117882	82.098488	75.445038	79.774132	76.476341	75.814873	70.492035	67.468651
SNP9251	20	35396977	74.232674	72.452354	78.069237	71.030251	71.053009	73.528313	79.203751	76.211021	82.559128	76.653099	79.083961	76.367432	76.172684	70.593887	68.32769
SNP9252	20	35710969	65.055252	71.319145	76.375061	71.416939	69.590309	70.156792	77.022316	70.849228	80.386276	69.499313	73.417404	73.672852	72.003593	65.155472	64.642456
SNP9253	20	35969670	74.488197	71.706993	80.429359	72.181213	72.274246	73.795334	78.244186	59.306248	78.752579	75.342735	78.901924	72.787102	72.476074	69.832756	69.267677
SNP9254	20	36136973	68.359192	69.22303	76.426659	71.325081	68.243752	71.513588	79.253395	54.80645	74.0504	68.797256	71.487015	66.658195	67.953766	66.967163	66.700821
SNP9255	20	36277243	59.436928	63.756817	69.8508	66.588837	65.3936	66.719337	75.13887	55.896008	70.512154	62.973972	64.543526	66.509331	65.360138	63.921333	65.435181
SNP9256	20	36381975	58.539948	61.020878	69.050194	63.835526	62.442265	65.475128	74.308929	56.182362	69.348885	59.044628	64.448532	64.775833	63.830803	60.105946	63.857311
SNP9257	20	36437031	61.837582	62.89814	70.186768	64.903488	62.545238	65.942604	74.734787	57.986633	70.393181	61.7421	66.880707	64.346764	64.015579	60.495476	65.643867
SNP9258	20	36458600	63.264702	64.205444	70.667809	65.621552	62.855019	66.346138	75.191948	59.209671	71.098289	63.830486	68.261147	64.662987	64.371231	61.239689	66.761909
SNP9259	20	36816059	54.656334	77.147224	71.371292	68.67482	65.522995	66.650337	74.552216	78.051193	77.631416	81.340584	86.388451	76.564835	72.295792	70.966133	70.481323
SNP9260	20	37008830	65.929886	72.548874	69.539932	65.254723	62.551109	65.367455	73.209732	68.765778	72.477631	77.756485	79.212418	70.005417	70.906448	71.19722	66.799217
SNP9261	20	37151874	65.484077	67.88414	69.433807	63.517048	63.701046	65.198067	74.432449	69.439316	73.67263	77.748894	70.677811	73.460327	73.047508	69.776711	65.423393
SNP9262	20	37515440	69.890518	50.811562	71.802795	67.905495	64.232903	66.420906	75.303955	62.220421	66.778999	64.445534	47.038124	71.399323	62.824917	56.448658	66.394592
SNP9263	20	37711690	55.246159	44.285183	63.127464	60.242065	59.716724	63.099159	69.963921	50.636662	59.494114	54.143639	39.932644	68.649673	54.402096	48.313622	64.103867
SNP9264	20	38246805	22.558413	22.731352	33.723213	44.135868	41.18869	45.817772	38.334259	13.099045	24.507305	26.660767	15.261628	40.07579	33.476334	28.222149	47.533161
SNP9265	20	38755714	39.697521	24.412306	30.970778	44.227036	42.729679	47.325871	36.010639	15.41784	22.152767	29.849518	16.603987	37.002937	40.875774	34.738518	43.737518
SNP9266	20	38960781	50.27145	26.80533	36.534157	44.015213	46.937828	46.42421	45.034561	22.533506	27.633671	38.871792	25.768505	42.050877	55.69466	43.331989	47.034985
SNP9267	20	39278960	37.366219	47.650566	56.78318	60.480568	60.613651	61.860016	66.489708	39.891647	47.229435	50.200603	52.688354	53.6241	63.318569	51.7892	57.012863
SNP9268	20	39433298	41.073307	63.995434	69.164772	66.764236	67.963631	68.126396	76.359863	54.125137	59.554485	68.906975	67.739624	66.898308	65.74614	61.043186	61.914371
SNP9269	20	39609443	62.66993	75.574532	76.686081	69.666885	70.263977	72.69883	75.134651	74.475159	71.347801	80.700356	78.935074	73.269127	72.574715	68.996956	63.455128
SNP9270	20	40062601	63.605789	72.415466	70.886703	66.667412	64.695412	65.881477	71.956459	63.14904	73.792992	77.326126	78.950737	67.654442	73.082642	70.965828	64.509117
SNP9271	20	40123972	62.62949	70.749161	68.902519	63.030529	61.568283	63.093761	70.083626	57.322842	70.477997	71.3713	74.299026	67.578552	70.650108	65.642876	62.770344
SNP9272	20	40350646	54.294502	55.423573	63.283318	54.473629	56.748447	55.356949	64.961266	47.207825	64.14241	48.644329	56.409428	71.228012	64.31031	52.385284	61.169266
SNP9273	20	40576232	27.309187	30.917799	46.762215	45.195557	43.226578	40.771912	46.570583	22.260788	45.73893	25.672203	32.493031	55.719749	45.865433	30.310017	57.815849
SNP9274	20	41165090	18.141726	20.245579	22.636703	29.828226	38.211838	28.004156	25.38225	12.142397	24.087643	13.427292	11.707303	38.961063	37.312283	29.512337	44.44109
SNP9275	20	41563938	18.968182	25.507645	30.197735	35.254028	34.738754	34.84906	30.969824	14.302363	36.034859	15.772283	15.290614	40.350224	23.556055	25.659803	47.315472
SNP9276	20	41608234	19.346954	26.455721	31.812359	37.355598	36.451744	37.185127	33.261715	14.772022	38.765305	16.692471	16.626341	42.158203	25.226755	26.122597	48.878902
SNP9277	20	41768683	26.152464	30.343616	42.601562	45.118832	42.611919	48.494678	44.440701	24.314476	50.335808	21.241003	28.036465	52.361408	32.897839	31.544785	55.024487
SNP9278	20	42208895	63.484634	67.857246	72.862724	66.464554	64.669342	69.385338	74.271416	68.679756	77.380142	61.416847	66.892326	75.552757	64.639008	64.930656	66.009781
SNP9279	20	42582191	40.433517	68.126564	72.903458	65.816093	63.459095	70.291473	72.690018	57.806507	65.258499	54.036621	70.403931	60.105278	57.445908	60.019268	65.960106
SNP9280	20	42770872	47.121075	64.680321	65.735115	62.662632	60.220963	66.046227	68.128471	72.087051	71.624268	49.545849	65.93856	53.041641	59.858242	66.211533	66.184189
SNP9281	20	42896011	52.435623	61.938705	63.52774	60.376266	57.559731	62.74424	67.272118	69.102577	78.27507	54.404514	62.120926	56.527607	61.653137	64.95639	66.039658
SNP9282	20	43004283	51.977146	62.938725	65.650673	62.598827	59.439278	64.456047	69.694504	71.154907	80.415497	65.777252	65.80793	60.94733	61.521599	65.347809	65.629669
SNP9283	20	43092065	58.46727	67.271744	69.673096	68.194496	61.209229	68.130394	72.69146	73.764214	81.568596	73.57975	70.595467	63.101837	65.137352	66.606628	65.408409
SNP9284	20	43207425	65.986542	72.99543	74.01207	70.550102	65.405228	69.878426	77.452339	75.973991	80.401878	77.469864	75.424461	65.663467	71.135445	67.99646	65.888657
SNP9285	20	43350588	66.08065	72.695045	73.439148	70.202827	66.655586	69.751114	78.076775	77.361946	72.779251	77.389175	74.775093	63.775013	70.835625	67.859718	67.305603
SNP9286	20	43408085	65.833397	71.234856	71.858421	69.245049	63.631001	69.127838	77.561516	75.52932	70.04882	74.849152	72.053589	63.751785	70.639793	66.480255	66.986458
SNP9287	20	43893926	58.563049	70.024033	60.099438	59.529621	66.064087	66.998283	67.562843	71.707443	69.576073	69.015182	69.006485	67.195793	69.114868	68.876404	63.370026
SNP9288	20	44029978	64.993912	67.984016	58.381912	59.194378	68.368248	68.799255	66.88353	74.605629	71.653366	73.3022	70.465904	69.771759	71.888535	69.593727	64.912315
SNP9289	20	44148229	58.879326	63.412727	60.024315	56.980877	67.396561	66.424377	65.134674	62.629608	70.630859	62.304585	67.950409	68.098091	69.495956	63.994202	62.86636
SNP9290	20	44265388	58.268368	65.263016	63.850361	61.492771	64.450684	66.198448	69.958511	60.230026	73.450211	61.67614	70.987572	70.811996	66.996849	59.903423	63.449245
SNP9291	20	44330786	64.013306	69.365417	67.755356	65.971725	63.164646	67.017456	73.953102	67.0979	76.713631	68.798073	76.607208	75.837601	69.18074	63.54089	63.837852
SNP9292	20	44536380	76.827286	75.411446	77.296844	70.824738	70.977669	72.1866	77.367706	78.508339	81.680962	83.535088	82.396248	81.090645	78.152016	72.793083	70.232071
SNP9293	20	44602995	74.482849	73.4142	76.815865	72.578606	71.063675	72.251472	77.859718	75.498749	81.372643	80.960693	80.120209	79.942986	77.59742	72.287575	70.876785
SNP9294	20	44722335	65.007668	64.670647	72.331612	69.329132	68.300583	68.863861	75.449234	64.627731	76.06076	68.29583	70.949486	72.902245	72.711441	66.239616	68.139816
SNP9295	20	45023596	57.199753	47.20179	62.347042	59.325073	58.700275	60.135872	63.478718	49.893833	72.075783	43.723427	50.156307	59.267498	58.845078	53.644093	67.219131
SNP9296	20	45276145	63.828709	49.273045	63.10537	52.914864	52.464348	54.391163	60.338249	36.921886	79.331139	35.758427	63.028465	62.896194	62.203499	42.72691	65.092537
SNP9297	20	45364979	57.550468	52.792824	64.377045	51.313274	52.599842	53.82539	58.373432	36.675808	77.603455	36.198727	67.864746	60.456139	62.995022	42.903702	62.768032
SNP9298	20	45410278	53.014565	53.042992	64.732307	51.693001	53.725334	54.218208	58.493168	36.279442	75.519875	36.202385	68.796555	59.526939	62.57407	42.63134	61.557854
SNP9299	20	45760398	62.05402	67.948441	73.26355	68.439888	67.144066	68.695168	75.68335	59.684948	78.013489	68.87764	76.126289	73.567131	57.880154	63.343449	62.388664
SNP9300	20	45864295	73.664619	71.233932	79.401176	71.503517	72.614838	73.221199	78.295166	71.623878	83.678444	78.565155	81.445122	79.647499	51.75806	68.881874	64.442024
SNP9301	20	46422993	41.124691	50.891499	69.797142	67.737076	65.999908	67.796577	73.309738	48.394722	72.64254	50.323265	55.397575	63.875126	54.920238	69.626907	62.826984
SNP9302	20	46867406	32.037712	40.389942	55.424839	51.272247	50.600563	53.044701	60.145519	32.45525	48.328365	44.95575	30.975485	47.261734	60.315022	49.88905	60.145672
SNP9303	20	47055877	29.453371	42.622604	64.384499	59.895897	57.817192	61.788593	66.690369	41.901459	49.903492	46.622658	34.300289	49.303497	59.037228	44.729565	62.138481
SNP9304	20	47112033	28.757	45.836334	66.808655	61.839405	60.693249	64.186142	69.291908	47.815681	50.601437	50.49094	37.367317	53.620651	60.025688	44.976887	63.49593
SNP9305	20	47224432	34.87421	56.357811	72.589043	68.754387	67.187935	69.338593	76.833031	61.272736	54.575314	65.619209	46.729511	61.499348	63.062584	48.472214	66.65107
SNP9306	20	47364162	46.248024	68.782997	79.144928	72.068001	72.157906	73.669907	79.823166	73.588753	62.523335	79.234413	57.442669	66.211967	63.337646	52.728367	66.914009
SNP9307	20	47381702	47.852089	69.902992	79.590546	71.80751	72.377594	73.704659	79.059959	74.666679	63.65596	80.025223	58.730976	67.324524	63.316429	53.836803	66.895096
SNP9308	20	47552501	63.248531	73.510101	80.193886	72.905296	72.530617	73.307663	78.679199	76.871269	74.261909	80.640785	67.468239	77.258186	70.640778	63.748436	65.631981
SNP9309	20	47769784	74.312263	74.104332	76.770088	71.279472	69.572212	72.575943	79.519211	74.938507	80.690567	77.950775	74.836693	78.474693	75.233246	67.451164	66.545723
SNP9310	20	47971740	68.449203	68.934784	71.963539	68.963806	68.617653	69.712105	76.913055	68.141083	78.643784	73.989723	70.674011	72.029442	69.158348	66.655159	68.407486
SNP9311	20	48039208	63.038391	66.936348	72.20256	67.475342	68.050697	69.316734	77.90657	65.155907	75.919365	70.538437	68.791161	70.418343	67.711037	61.939556	69.25679
SNP9312	20	48295050	70.141808	71.203484	79.626228	71.04528	70.791512	71.400848	77.625694	77.135719	78.28373	77.319908	73.629341	77.225296	68.944756	64.228798	66.702019
SNP9313	20	48617368	68.128983	74.556808	77.687286	72.018173	68.407349	72.011284	80.105042	76.490128	82.110756	81.883339	85.445419	76.727509	73.841705	70.895142	70.134178
SNP9314	20	48934531	54.978123	75.452408	72.533569	69.667206	66.367172	69.476799	77.580284	77.272324	82.987213	77.917458	85.866592	75.815727	72.504311	71.446533	71.417809
SNP9315	20	49234712	72.02742	76.655991	74.388351	70.56916	67.266922	72.279556	76.851189	77.236839	80.127419	77.883179	83.22892	83.609932	69.729866	73.145325	70.003769
SNP9316	20	49509743	73.168175	72.195076	63.242886	64.781647	60.71571	67.653008	69.496613	70.598122	74.136772	55.733135	78.010345	73.959976	72.196693	69.608078	67.207016
SNP9317	20	49711352	47.228947	61.965958	53.770161	54.001335	53.384472	59.964222	58.989586	49.60371	60.692276	51.345524	72.161484	64.449333	61.251144	58.086975	65.051048
SNP9318	20	49738289	44.19968	61.126965	53.40683	52.99979	52.459152	59.111416	57.454742	46.989193	58.872417	52.870785	71.796486	62.961914	59.743793	56.576336	64.678375
SNP9319	20	50105501	50.612728	70.554024	64.960907	59.68047	56.907722	62.992725	58.756783	50.595234	62.171188	75.778923	79.368164	63.343262	61.776611	59.12944	66.451996
SNP9320	20	50556422	73.825829	60.202808	44.782562	46.949856	43.557716	46.890118	43.813122	70.292595	59.648998	68.485214	61.578972	50.0928	62.445831	55.043995	64.047195
SNP9321	20	50897176	46.102745	39.202492	41.466537	44.739368	42.688751	46.389759	47.353565	42.387203	45.845882	43.547871	41.578823	48.304577	41.739964	39.882725	60.882008
SNP9322	20	51122901	21.998508	31.369318	29.189081	36.719917	33.938187	35.455799	34.494408	21.696218	30.498205	26.774529	36.988445	39.184525	28.104656	33.041161	58.107388
SNP9323	20	51325379	17.32427	24.087107	28.349884	35.060555	33.8009	34.857456	34.047516	17.829369	27.549026	19.62196	23.366282	42.499153	20.998411	37.360554	58.198902
SNP9324	20	51625380	23.985193	27.18565	41.608986	46.829605	46.739689	47.71759	50.751793	23.646227	38.845993	20.733072	25.29575	47.744972	24.101574	49.875031	59.208916
SNP9325	20	52071375	56.295086	62.004776	71.742012	68.031036	70.341553	71.004784	78.52478	49.687031	69.548775	50.017925	66.814796	67.378693	43.301041	56.134377	60.739735
SNP9326	20	52517165	72.052757	72.777161	80.175568	68.306778	70.042206	71.981766	77.965729	52.343899	76.866768	59.210114	80.571648	63.565887	49.476921	70.47625	58.072468
SNP9327	20	52741325	47.370872	63.259136	70.558678	67.290924	66.678726	69.825157	77.293564	50.092358	81.271889	41.582947	66.562088	55.02779	50.630161	67.014015	53.887924
SNP9328	20	53159248	38.908699	27.418703	40.696758	45.125465	45.447819	50.26516	51.097389	22.809004	58.925644	35.996403	30.877876	35.923801	37.375702	34.340675	40.260014
SNP9329	20	53816196	21.543564	19.252954	17.182932	27.568707	34.699726	51.145912	21.272823	13.973184	20.998274	12.508236	11.083441	23.654484	19.152649	43.020245	35.490826
SNP9330	20	54406940	18.262407	22.735676	24.622866	33.16647	29.390049	35.97554	23.188066	12.607066	23.800966	15.618208	24.16724	32.33596	20.458534	29.551224	31.252659
SNP9331	20	54540677	13.12888	33.608448	29.119184	40.280521	35.85944	36.381321	30.838514	13.681375	27.678978	17.470675	32.490082	37.993931	26.464804	31.719646	30.88583
SNP9332	20	54591732	12.327543	38.076931	31.990778	42.813705	38.618935	38.325638	33.870026	15.383127	29.870281	19.481697	36.16737	40.701595	28.693813	30.898733	30.519108
